Resource consumption,Non-adaptive error
0.0,0.18341127843607108
3.5333975040000003,0.11750432247016018
7.066795008000001,0.03468839207243413
10.600192512000001,0.025406739319612015
14.133590016000001,0.05322400849574915
17.666987520000003,0.09129538141902582
21.200385024000003,0.07074916622016136
24.733782528000003,0.026813165983417875
28.267180032000002,0.02315641616620212
31.800577536000002,0.020981688081786132
35.333975040000006,0.008630175689858355
38.867372544000006,0.06290051121305851
42.400770048000005,0.05750307999021409
45.934167552000005,0.04359034519743599
49.467565056000005,0.06690505176142914
53.000962560000005,0.07545827204402489
56.534360064000005,0.08336223271096088
60.067757568000005,0.07248192383896335
63.601155072000005,0.05431573026413261
67.134552576,0.05567041474052026
70.66795008000001,0.06474903042470626
74.201347584,0.06682985076998627
77.73474508800001,0.06616844231443686
81.268142592,0.025107218929170116
84.80154009600001,0.006042849110952986
88.3349376,0.007532083123568789
91.86833510400001,0.01872132406576288
95.40173260800002,0.020522730086657504
98.93513011200001,0.032667206670678794
102.46852761600002,0.021594747549892546
106.00192512000001,0.014410337026592224
109.53532262400002,0.0022389032387852836
113.06872012800001,0.004908476723846533
116.60211763200002,0.01976149559951601
120.13551513600001,0.03484727699808143
123.66891264000002,0.028764719788362036
127.20231014400001,0.01778859794973986
130.73570764800002,0.012891579856679769
134.269105152,0.022114089098285383
137.80250265600003,0.02366132867911741
141.33590016000002,0.0093207984263044
144.86929766400002,0.004813869314280517
148.402695168,0.02668526435241425
151.93609267200003,0.02447213408237925
155.46949017600002,0.027814243330549715
159.00288768000001,0.034224286106523394
162.536285184,0.033713611546586364
166.06968268800003,0.025162400759059622
169.60308019200002,0.03410153529713256
173.13647769600001,0.04724045107390662
176.6698752,0.03801632104970665
180.20327270400003,0.04674886209069573
183.73667020800002,0.04445920098391554
187.270067712,0.04150831933536381
190.80346521600003,0.046047632610760836
194.33686272000003,0.04651362325140962
197.87026022400002,0.04419733709385465
201.403657728,0.049925210483356075
204.93705523200003,0.0602187619542871
208.47045273600003,0.05755888956444366
212.00385024000002,0.04406993687138261
215.537247744,0.037716575289546306
219.07064524800003,0.03780508082328016
222.60404275200003,0.03463088194124886
226.13744025600002,0.0373126873005285
229.67083776000004,0.05405792910571261
233.20423526400003,0.05299337116574154
236.73763276800003,0.05741369855522915
240.27103027200002,0.05791904781651702
243.80442777600004,0.06211803004847649
247.33782528000003,0.069678902773191
250.87122278400003,0.07053648800918477
254.40462028800002,0.0631070661611286
257.93801779200004,0.05279731088799178
261.47141529600003,0.05323749035350289
265.0048128,0.04403588710084172
268.538210304,0.038291710675125934
272.071607808,0.037759034048595375
275.60500531200006,0.04396720120099307
279.13840281600005,0.051684981121404405
282.67180032000005,0.04829370582577486
286.20519782400004,0.04003784775755381
289.73859532800003,0.040034002704616434
293.271992832,0.04408087528524174
296.805390336,0.04876490270190015
300.33878784,0.053440812211320576
303.87218534400006,0.04749154618394602
307.40558284800005,0.044494877065021754
310.93898035200004,0.04585223753308654
314.47237785600004,0.047137420269964814
318.00577536000003,0.052287152688461624
321.539172864,0.05192457208545331
325.072570368,0.05675983222297187
