Resource consumption,dG,dG_err
7957.211179008001,4.586152361665986,0.03884983763644732
7971.344769024001,4.586210627756885,0.03886340474942924
7985.478359040001,4.586262027907894,0.038889373621935654
7999.611949056001,4.586303662592394,0.03889730574291856
8013.745539072001,4.586339630036285,0.038903864639875094
8027.879129088001,4.586373830024701,0.03889746794395164
8042.012719104001,4.5864049770061,0.03891200352985967
8056.146309120001,4.5864350661517985,0.03894201317827397
8070.2798991360005,4.586464132749268,0.03895322483522424
8084.413489152001,4.586485911335911,0.03896828592969486
8098.547079168001,4.586503652629084,0.038970855449882824
8112.680669184001,4.586521735685091,0.03896328642576605
8126.814259200001,4.586539799240724,0.03895506624516977
8140.947849216001,4.586556678054065,0.03894992088890802
8155.081439232001,4.586573721635062,0.038951742160780976
8169.215029248001,4.586588572386915,0.03893260441814635
8183.348619264001,4.586598256848654,0.038933330424697044
8197.48220928,4.58660889469882,0.03894339023698448
8211.615799296002,4.586617190154365,0.03893953489327811
8225.749389312,4.5866253881429015,0.0389344666330289
8239.882979328,4.586631439908135,0.03893418675801553
8254.016569344001,4.586637483484376,0.03893614090894587
8268.15015936,4.586644411042208,0.03895358632357036
8282.283749376002,4.586646550506144,0.0389656251461093
8296.417339392001,4.586642909130128,0.038968352287904635
8310.550929408,4.5866346862721095,0.03898877018446283
8324.684519424001,4.586622045801001,0.03899493671543309
8338.81810944,4.586607627835271,0.03901013982297071
8352.951699456002,4.586592071312203,0.039020667241974026
8367.085289472001,4.586574849853211,0.03901769415227703
8381.218879488,4.586555262261087,0.03902103802749048
8395.352469504001,4.58653190180962,0.03901854313236916
8409.48605952,4.586504291598349,0.03901302476996652
8423.619649536002,4.586475691822661,0.039008189661443246
8437.753239552001,4.5864465749972325,0.03899739068016033
8451.886829568,4.586415899623044,0.03899124885128027
8466.020419584002,4.586383999007316,0.03898725274518375
8480.1540096,4.5863485393313805,0.038982524466570155
8494.287599616,4.586309434596836,0.03898977959189753
8508.421189632001,4.5862612713130115,0.03899551989594022
8522.554779648,4.586204940642527,0.0389867279688801
8536.688369664002,4.586144549960948,0.03897774201241177
8550.82195968,4.586079806511446,0.038977233614723
8564.955549696,4.586011459342656,0.0389848974278954
8579.089139712001,4.585939823767428,0.03898325120652574
8593.222729728,4.585860868453991,0.03897469339536477
8607.356319744002,4.585778212233281,0.038976505245734386
8621.489909760001,4.5856937164240295,0.038989391169623196
8635.623499776,4.58560673708704,0.038982769879575094
8649.757089792001,4.585519675936787,0.03896675256705392
8663.890679808,4.585433561732385,0.03896635586832055
8678.024269824002,4.585345757643029,0.03896721791844082
8692.157859840001,4.585257043211531,0.03897588594829845
8706.291449856,4.585172490486418,0.03897696129799062
8720.425039872001,4.585089263090607,0.03897066924355069
8734.558629888,4.585007275120797,0.038963032255865705
8748.692219904002,4.584925742513736,0.03896581211715659
8762.825809920001,4.5848401861089805,0.03894989203440236
8776.959399936,4.584747439543546,0.03895309483612128
8791.092989952002,4.584648534480941,0.038962426355006935
8805.226579968,4.584544279695448,0.03897162061417456
8819.360169984002,4.5844400419926785,0.038979685611602845
8833.493760000001,4.5843340530391075,0.03897584684666364
8847.627350016,4.58423017999276,0.03896857160912358
8861.760940032002,4.584126838939755,0.03896702742797058
8875.894530048,4.584026348611584,0.03896621792975055
8890.028120064,4.5839251299344825,0.038966293729087706
8904.161710080001,4.583822144792359,0.03896096046995996
8918.295300096,4.5837166546894155,0.03896311541862304
8932.428890112002,4.583608045570808,0.038969929883961724
8946.562480128001,4.58349799872087,0.038967862241211876
8960.696070144,4.583388573214605,0.03896470615771239
8974.829660160001,4.583282243359715,0.03895394654355092
8988.963250176,4.583176769819825,0.038951511413964676
9003.096840192002,4.583069715584884,0.03895275573851583
9017.230430208001,4.58296247580335,0.03895704531378958
9031.364020224,4.58285449703582,0.03896959560468188
9045.497610240001,4.582746181938435,0.03897908966076861
9059.631200256,4.582642959617193,0.03898054687399083
9073.764790272002,4.582543803128736,0.03898957646507624
9087.898380288001,4.582445962037862,0.03898764569642532
9102.031970304,4.582348789811829,0.038988874667447194
9116.165560320002,4.582252134786483,0.038985829905542176
9130.299150336,4.582157900524968,0.038967118593350884
9144.432740352002,4.582065433665891,0.038950104949740605
9158.566330368001,4.581974880567569,0.03894180646975341
9172.699920384,4.581887263976777,0.0389349038750028
9186.833510400002,4.58179883723367,0.03892406547826367
9200.967100416,4.581708043549334,0.038920223419630286
9215.100690432,4.58161483854814,0.03890819756990063
9229.234280448001,4.581519797263894,0.03890438337763514
9243.367870464,4.581426360569114,0.03889678891372946
