Resource consumption,dG,dG_err
3533.3975040000005,5.065582636363635,0.08629152427699832
3547.531094016,4.685141127272726,0.04675967202723071
3561.6646840320004,4.53233992467332,0.04201820858194896
3575.7982740480006,4.491016015389515,0.041383425560441896
3589.9318640640004,4.498076962425106,0.040315167247111726
3604.0654540800006,4.509205422084245,0.039185464092981966
3618.1990440960003,4.511917517737782,0.03943601377067478
3632.3326341120005,4.506037775803133,0.03921657457424783
3646.4662241280002,4.497599728806918,0.039064167557654655
3660.5998141440004,4.487757018274411,0.03921782944425762
3674.7334041600006,4.478029333364073,0.039106035317391756
3688.8669941760004,4.471501392636407,0.03909218166808351
3703.0005841920006,4.466115718669108,0.039370827335521386
3717.1341742080003,4.464812386345434,0.039445270320844626
3731.2677642240005,4.465331801851088,0.03912064193581663
3745.4013542400003,4.467148424691419,0.03882115619277453
3759.5349442560005,4.468757326710443,0.03872374530623772
3773.668534272,4.469556853883514,0.03893296925316908
3787.8021242880004,4.4680176393370745,0.038799541984715344
3801.9357143040006,4.466021801173478,0.038462108982375114
3816.0693043200004,4.4631798827208895,0.0383381848811202
3830.2028943360006,4.461053998785371,0.038385525917111175
3844.3364843520003,4.459558860075083,0.03837767871487943
3858.4700743680005,4.458180538590467,0.038291351547023816
3872.6036643840002,4.457652410636317,0.03829688054913754
3886.7372544000004,4.457514629020459,0.03832703619211461
3900.8708444160006,4.456877533569523,0.03835877823496783
3915.0044344320004,4.456369640805754,0.0382726207814444
3929.1380244480006,4.455881907184344,0.03813660174843483
3943.2716144640003,4.455410796444088,0.038124531571638816
3957.4052044800005,4.45521122374782,0.03818700704279023
3971.5387944960003,4.455387036171027,0.038082445919572216
3985.6723845120005,4.4556312483954486,0.03817093987446904
3999.8059745280007,4.45561634740298,0.03833965024922636
4013.9395645440004,4.45547990946329,0.03823708767739489
4028.0731545600006,4.455239579636563,0.03823500345176523
4042.2067445760003,4.4542681098401475,0.03812106684731304
4056.3403345920005,4.453013086891233,0.03800458643836214
4070.4739246080003,4.452098245741039,0.037957461139405416
4084.6075146240005,4.451751998165885,0.037794209687119225
4098.74110464,4.451927409468337,0.03765868221137701
4112.874694656,4.452346159621592,0.03754574956876772
4127.008284672001,4.4526215395969455,0.03767016092494966
4141.141874688001,4.452790807553648,0.0377356052347596
4155.275464704,4.452989542313599,0.03787021432462874
4169.40905472,4.453029231592666,0.037927559995678
4183.5426447360005,4.452947584893713,0.03792561172075814
4197.676234752001,4.452818937661809,0.03797821021729313
4211.809824768001,4.452713893072152,0.03797281009372659
4225.943414784,4.452738937165599,0.03794955946514914
4240.0770048,4.452814347159897,0.03787961147960766
4254.210594816001,4.452957555567997,0.03789541757246614
4268.344184832001,4.453090127239296,0.037884101275649
4282.477774848,4.453095572311042,0.037844120951660114
4296.611364864,4.452890759277277,0.03785547148535011
4310.7449548800005,4.4527110148092595,0.037866462725007224
4324.878544896001,4.45258258813375,0.03781241793081324
4339.012134912001,4.452488224915913,0.03780671151609918
4353.145724928,4.452286844446725,0.037810916250592394
4367.279314944,4.451951387525304,0.03788811361702455
4381.412904960001,4.451558068463546,0.03791792045583375
4395.546494976001,4.451191909753569,0.03793323242711239
4409.680084992001,4.451010631805747,0.03792962885593991
4423.813675008,4.451048129348753,0.037918181055100225
4437.947265024,4.451278200412708,0.03792694859732631
4452.080855040001,4.4516276657920875,0.03797600099744219
4466.214445056001,4.451994909426948,0.03801323182229312
4480.348035072,4.452440723599143,0.03804856430768786
4494.481625088,4.452944779329293,0.03803189725942585
4508.6152151040005,4.453468850888897,0.03804950707373468
4522.748805120001,4.453984863657965,0.03806345849218898
