Resource consumption,dG,dG_err
0.0,5.065582636363635,0.08629152427699832
14.133590016000001,4.685141127272726,0.04675967202723071
28.267180032000002,4.53233992467332,0.04201820858194896
42.400770048000005,4.491016015389515,0.041383425560441896
56.534360064000005,4.498076962425106,0.040315167247111726
70.66795008000001,4.509205422084245,0.039185464092981966
84.80154009600001,4.511917517737782,0.03943601377067478
98.93513011200001,4.506037775803133,0.03921657457424783
113.06872012800001,4.497599728806918,0.039064167557654655
127.20231014400001,4.487757018274411,0.03921782944425762
141.33590016000002,4.478029333364073,0.039106035317391756
155.46949017600002,4.471501392636407,0.03909218166808351
169.60308019200002,4.466115718669108,0.039370827335521386
183.73667020800002,4.464812386345434,0.039445270320844626
197.87026022400002,4.465331801851088,0.03912064193581663
212.00385024000002,4.467148424691419,0.03882115619277453
226.13744025600002,4.468757326710443,0.03872374530623772
240.27103027200002,4.469556853883514,0.03893296925316908
254.40462028800002,4.4680176393370745,0.038799541984715344
268.538210304,4.466021801173478,0.038462108982375114
282.67180032000005,4.4631798827208895,0.0383381848811202
296.805390336,4.461053998785371,0.038385525917111175
310.93898035200004,4.459558860075083,0.03837767871487943
325.072570368,4.458180538590467,0.038291351547023816
339.20616038400004,4.457652410636317,0.03829688054913754
353.3397504,4.457514629020459,0.03832703619211461
367.47334041600004,4.456877533569523,0.03835877823496783
381.60693043200007,4.456369640805754,0.0382726207814444
395.74052044800004,4.455881907184344,0.03813660174843483
409.87411046400007,4.455410796444088,0.038124531571638816
424.00770048000004,4.45521122374782,0.03818700704279023
438.14129049600007,4.455387036171027,0.038082445919572216
452.27488051200004,4.4556312483954486,0.03817093987446904
466.40847052800007,4.45561634740298,0.03833965024922636
480.54206054400004,4.45547990946329,0.03823708767739489
494.67565056000007,4.455239579636563,0.03823500345176523
508.80924057600004,4.4542681098401475,0.03812106684731304
522.9428305920001,4.453013086891233,0.03800458643836214
537.076420608,4.452098245741039,0.037957461139405416
551.2100106240001,4.451751998165885,0.037794209687119225
565.3436006400001,4.451927409468337,0.03765868221137701
579.4771906560001,4.452346159621592,0.03754574956876772
593.610780672,4.4526215395969455,0.03767016092494966
607.7443706880001,4.452790807553648,0.0377356052347596
621.8779607040001,4.452989542313599,0.03787021432462874
636.0115507200001,4.453029231592666,0.037927559995678
650.145140736,4.452947584893713,0.03792561172075814
664.2787307520001,4.452818937661809,0.03797821021729313
678.4123207680001,4.452713893072152,0.03797281009372659
692.5459107840001,4.452738937165599,0.03794955946514914
706.6795008,4.452814347159897,0.03787961147960766
720.8130908160001,4.452957555567997,0.03789541757246614
734.9466808320001,4.453090127239296,0.037884101275649
749.080270848,4.453095572311042,0.037844120951660114
763.2138608640001,4.452890759277277,0.03785547148535011
777.3474508800001,4.4527110148092595,0.037866462725007224
791.4810408960001,4.45258258813375,0.03781241793081324
805.614630912,4.452488224915913,0.03780671151609918
819.7482209280001,4.452286844446725,0.037810916250592394
833.8818109440001,4.451951387525304,0.03788811361702455
848.0154009600001,4.451558068463546,0.03791792045583375
862.148990976,4.451191909753569,0.03793323242711239
876.2825809920001,4.451010631805747,0.03792962885593991
890.4161710080001,4.451048129348753,0.037918181055100225
904.5497610240001,4.451278200412708,0.03792694859732631
918.6833510400002,4.4516276657920875,0.03797600099744219
932.8169410560001,4.451994909426948,0.03801323182229312
946.9505310720001,4.452440723599143,0.03804856430768786
961.0841210880001,4.452944779329293,0.03803189725942585
975.2177111040002,4.453468850888897,0.03804950707373468
989.3513011200001,4.453984863657965,0.03806345849218898
1003.4848911360001,4.454475151455406,0.03804243263844698
1017.6184811520001,4.454987096078556,0.03802796520559598
1031.7520711680002,4.455636461730285,0.03799579271709536
1045.8856611840001,4.456429396242518,0.03794666006134136
1060.0192512,4.457244800805466,0.03797831837162479
1074.152841216,4.458089864281943,0.0379297384661598
1088.286431232,4.458885891530703,0.03790719260003644
1102.4200212480002,4.459615843185243,0.037914561757995534
1116.5536112640002,4.460288609628336,0.03792349626257056
1130.6872012800002,4.460949303009149,0.0378862231027772
1144.8207912960002,4.461650848699849,0.03790490872230065
1158.9543813120001,4.462351533363668,0.037872411840759304
1173.087971328,4.462976442373353,0.03782546081423031
1187.221561344,4.463516199313793,0.03782575572093626
1201.35515136,4.464102376870113,0.03786945738351322
1215.4887413760002,4.464698555621147,0.03790680243437424
1229.6223313920002,4.465232495183684,0.037905684834473374
1243.7559214080002,4.465726187020672,0.03791097356306463
1257.8895114240001,4.46619583679051,0.03788117235122254
1272.0231014400001,4.4666574237534515,0.03789123107408525
1286.156691456,4.467053723695269,0.037885294494946126
1300.290281472,4.467371566424118,0.03787720486954388
1314.4238714880003,4.467615790444316,0.037883045541943876
1328.5574615040002,4.467814806133398,0.03787333090558133
1342.6910515200002,4.468007042318473,0.037889448164363716
1356.8246415360002,4.468251695399044,0.03794262156069085
1370.9582315520001,4.468574097509168,0.03795898369360213
1385.0918215680001,4.46892433772287,0.03792608598410185
1399.225411584,4.469336633635961,0.03798824349921101
1413.3590016,4.469810610436215,0.038009040457079694
1427.4925916160003,4.470276683750688,0.037999505520043095
1441.6261816320002,4.470771499953615,0.038014349573447744
1455.7597716480002,4.471300662112518,0.03802862694857792
1469.8933616640002,4.4718688872254955,0.038030058254601956
1484.0269516800001,4.472475960595398,0.038032854997164064
1498.160541696,4.473123050476295,0.03805904620894389
1512.294131712,4.47377781875729,0.038056495426249774
1526.4277217280003,4.474447550322729,0.038051003742962684
1540.5613117440002,4.475175834789991,0.03803447432513501
1554.6949017600002,4.47594051710586,0.0380494296719952
1568.8284917760002,4.476736216784574,0.03803036565358553
1582.9620817920002,4.477577048803876,0.03802342015080144
