Resource consumption,Adaptive error
0.0,0.06616192752983707
2.71799808,0.02833308401658119
5.43599616,0.03820828249451225
8.153994240000001,0.009982367569593364
10.87199232,0.021488204360647245
13.589990400000001,0.043407024120746485
16.307988480000002,0.0860012612075245
19.025986560000003,0.08205820949006526
21.74398464,0.11104829061987331
24.46198272,0.07884755912480657
27.179980800000003,0.06960773150711219
29.897978880000004,0.046419108371457796
32.615976960000005,0.025741820995746068
35.333975040000006,0.028581118265319283
38.05197312000001,0.005394522829012871
40.76997120000001,0.0481297141605026
43.48796928,0.04403253574126431
46.20596736,0.03556058280074037
48.92396544,0.0060456814746077114
51.641963520000004,0.019900783176145076
54.359961600000005,0.037058415029838976
57.077959680000006,0.05536362087555524
59.79595776000001,0.07062622861359458
62.51395584000001,0.07234689633057023
65.23195392000001,0.036005894761422574
67.94995200000001,0.030512178003323065
70.66795008000001,0.028828583963123044
73.38594816000001,0.026043624085237305
76.10394624000001,0.01470324467859907
78.82194432000001,0.004414338136939477
81.53994240000002,0.0028431315204864305
84.25794048000002,0.030604013324010637
86.97593856,0.04028721021586179
89.69393664,0.033628225916631393
92.41193472,0.04076231944714337
95.1299328,0.04258258205822951
97.84793088,0.026446335704640944
100.56592896000001,0.014182127529684507
103.28392704000001,0.03093595797491755
106.00192512000001,0.037509879352908726
108.71992320000001,0.04475055321511068
111.43792128000001,0.04889757546546747
114.15591936000001,0.04959594737949402
116.87391744000001,0.040316792729393924
119.59191552000001,0.03698132936951115
122.30991360000002,0.03673882076561519
125.02791168000002,0.04067918585585595
127.74590976000002,0.04027239679817729
130.46390784000002,0.031237928548634386
133.18190592000002,0.029341543903242062
135.89990400000002,0.03443297794536626
138.61790208000002,0.032235880911718695
141.33590016000002,0.029608340612107042
144.05389824000002,0.0390061009772138
146.77189632000002,0.0363618236739347
149.48989440000003,0.03147138946826722
152.20789248000003,0.025012493110994072
154.92589056000003,0.009480052858723553
157.64388864000003,0.00041857165847147826
160.36188672000003,0.021214240873234758
163.07988480000003,0.03236626658141262
165.79788288000003,0.03800302913538456
168.51588096000003,0.03602191300728297
171.23387904000003,0.03613696763679197
173.95187712,0.03571268459093968
176.6698752,0.023572494798509425
179.38787328,0.023243479626510855
182.10587136,0.023349165238962577
184.82386944,0.01570455663553716
187.54186752,0.014938863858924734
190.2598656,0.00742277923438639
192.97786368,0.0031394450986184097
195.69586176,2.2493866911332816e-05
198.41385984000001,0.0017619997362787743
201.13185792000002,0.005550975016173965
203.84985600000002,0.0036279386810980085
206.56785408000002,0.006786721109329541
209.28585216000002,0.008326672196461438
212.00385024000002,0.01088977983941053
214.72184832000002,0.023779966747758507
217.43984640000002,0.025133336256923933
220.15784448000002,0.03063200952420342
222.87584256000002,0.03373110114048483
225.59384064000002,0.03844469517806459
228.31183872000003,0.0394608662169702
231.02983680000003,0.037786777568014074
233.74783488000003,0.033167770740639924
236.46583296000003,0.028411074261168956
239.18383104000003,0.03118426779029715
241.90182912000003,0.03287328274276735
244.61982720000003,0.033780439919323335
247.33782528000003,0.035295187911684955
250.05582336000003,0.035598159381478034
252.77382144000003,0.029742945426446177
255.49181952000004,0.02985653185089987
258.2098176,0.024805220410502038
260.92781568000004,0.029093741419867314
263.64581376,0.025767920606858397
266.36381184000004,0.021238360836223436
269.08180992,0.01874252716585545
271.79980800000004,0.014864053192562565
274.51780608,0.017221827830366188
277.23580416000004,0.015546972480780852
279.95380224,0.01870278897110822
